model,split_name,p_value,relation,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,fit_time_mean_s,predict_time_mean_s,runs
tabicl,random,0.1,daughter,0.10880551433825805,0.01774257837889354,0.7822679456803834,0.05158594840768234,0.012414965986394558,0.028025986257726888,0.2,0.006431159420289855,0.9775613351156419,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,father,0.06317728911091529,0.022400919829361796,0.7489404663117076,0.08785781090392084,0.0,0.0,0.0,0.0,0.9775926196541397,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,granddaughter,0.22966846138747413,0.06321078633759415,0.8480671029769672,0.09305319801836594,0.005555555555555555,0.01756820922315766,0.1,0.002857142857142857,0.9833882566645682,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,grandfather,0.2725779372191572,0.09571499179833275,0.9129581852607055,0.06583135935367777,0.005128205128205128,0.016216808513683997,0.1,0.002631578947368421,0.9833084952521227,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,grandmother,0.1714372483961961,0.048551071114520936,0.8810374624287549,0.08498138127205922,0.0064516129032258064,0.020401791355925028,0.03333333333333333,0.0035714285714285713,0.9827864568160847,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,grandson,0.2440448263782334,0.10047779980883455,0.8300367058456561,0.12459531430669851,0.009523809523809523,0.03011693009684171,0.03333333333333333,0.005555555555555555,0.9824075299111301,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,husband,0.018406710251136067,0.0019972382773800626,0.4572825450491244,0.028105280141005787,0.0,0.0,0.0,0.0,0.9814933982227277,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,mother,0.06405326259244278,0.024750833003190663,0.7298448794260682,0.09494507231869473,0.0,0.0,0.0,0.0,0.9772367526350653,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,nephew,0.09813819544409107,0.04732619809682789,0.7487511231960003,0.07760253646565046,0.011188811188811189,0.02369024273524103,0.05,0.006363636363636363,0.982328205808799,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,niece,0.11256864290291886,0.052160080018711835,0.765552852032925,0.07771943895466171,0.01111111111111111,0.03513641844631532,0.05,0.00625,0.9828591516401692,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,overall,0.21313410969072732,0.027289571463464495,0.7836621292839105,0.02036066600243079,0.11473593560043863,0.06612983319756971,0.6524826176037652,0.06466506449119035,0.9766574931198398,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,sister,0.058693029073001876,0.021105453536321525,0.6611442443236714,0.056841449219569844,0.00425531914893617,0.013456500681567571,0.05,0.0022222222222222222,0.977915678221087,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,son,0.09063786255260527,0.03238538185226478,0.7413578848421437,0.05801125237561812,0.008989898989898989,0.018953866524241254,0.2,0.00459830866807611,0.9780312385492348,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,uncle,0.0689864713289353,0.030890777394917603,0.6952788639773568,0.13179219706779982,0.0,0.0,0.0,0.0,0.9838351778871586,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.1,wife,0.020266297153280717,0.003118165658423732,0.4880875324529665,0.0390809006197205,0.0,0.0,0.0,0.0,0.9811861490926697,0.38069999023573475,0.7415975442971103,10
tabicl,random,0.2,aunt,0.15332543802033297,0.015200646545836584,0.9076953509008563,0.01789327818066792,0.0,0.0,0.0,0.0,0.9803693433992737,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,brother,0.08952029095532987,0.017033985285398873,0.7549855253494313,0.06051311087459738,0.0,0.0,0.0,0.0,0.9772134299819266,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,cousin,0.71351920604234,0.06022955030177172,0.9686319156508061,0.0073184740748931726,0.5600485963867945,0.09991014343878324,0.7364190656386568,0.4647262794658281,0.9271742287973199,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,daughter,0.13395054810881282,0.027195614677537304,0.8269943893462708,0.07251261453824813,0.02493404634581105,0.040275269966803216,0.08318181818181818,0.01490757304710793,0.976416704719265,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,father,0.1035031692505755,0.0156679094131562,0.851343454083373,0.04248264099848004,0.0,0.0,0.0,0.0,0.977484079075716,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,granddaughter,0.3152807535479763,0.05248090958747793,0.9251458509949233,0.040259100603884754,0.035427718832891246,0.0615075665713075,0.17083333333333334,0.02053310262431508,0.9838219446966393,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,grandfather,0.5339415898171204,0.1592110331251822,0.9789629046189743,0.013799680096781508,0.059027777777777776,0.12471031247269425,0.2,0.03464755077658303,0.9828713834473064,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,grandmother,0.23868218837838726,0.050749258776365776,0.9515742787449872,0.02511215149962689,0.024444444444444446,0.06324555320336758,0.045454545454545456,0.016734279918864097,0.9814530810202259,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,grandson,0.2699721162008715,0.09291620087573078,0.9427508315463307,0.03834541405047728,0.07338079122418019,0.12477937828481399,0.1788095238095238,0.05017113031573543,0.9831232936570551,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,husband,0.01992108443463539,0.0033203054152491315,0.47036041435150333,0.0628012040739033,0.0,0.0,0.0,0.0,0.9810819062012328,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,mother,0.0768066896444109,0.022751345633528763,0.770572252118345,0.051801825035383664,0.0,0.0,0.0,0.0,0.9780108266738109,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,nephew,0.1559320664759684,0.040023267898851515,0.8922940286441969,0.03508658347178883,0.0,0.0,0.0,0.0,0.9825913568088751,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,niece,0.18347925848555058,0.04509666905974606,0.8709012705276102,0.039304308495059774,0.0064516129032258064,0.020401791355925028,0.05,0.0034482758620689655,0.9834461712107785,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,overall,0.30797717054218887,0.021658514502304087,0.8607420836502244,0.013009243130129744,0.2049824033491087,0.04767178836085344,0.6968908891287239,0.12165784138158789,0.9773764137755749,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,sister,0.0712705774083831,0.019291844405679097,0.7089462804772249,0.0663831863065251,0.0,0.0,0.0,0.0,0.9778138732988111,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,son,0.15951986596837286,0.04382416680619308,0.8604008656007773,0.05793098950397988,0.005714285714285714,0.018070158058105024,0.1,0.0029411764705882353,0.978058334892323,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,uncle,0.1225384199175692,0.022970215929040805,0.8748059159978547,0.02898638178740527,0.00625,0.01976423537605237,0.03333333333333333,0.0034482758620689655,0.9841642446644215,0.37177776300814,0.9616042192908936,10
tabicl,random,0.2,wife,0.02109110016845717,0.004206378964096378,0.4870107521633453,0.058732654024291044,0.0,0.0,0.0,0.0,0.9803216981960763,0.37177776300814,0.9616042192908936,10
tabicl,random,0.4,aunt,0.253359585925612,0.06868088471249241,0.9451243084982197,0.020077748087905058,0.009523809523809523,0.03011693009684171,0.1,0.005,0.9814194842143404,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,brother,0.10141031417182786,0.02542523782932552,0.8144967648265693,0.041020670453564875,0.0,0.0,0.0,0.0,0.9786364675462613,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,cousin,0.8219089349518764,0.046032010959676274,0.9817069550835932,0.003957105397605955,0.7601227738322951,0.031717943481681145,0.7530821933698685,0.7701253284281043,0.9515191042854703,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,daughter,0.1854963817805358,0.058490312475781535,0.9097585384351554,0.01140669571396214,0.0,0.0,0.0,0.0,0.9769127738857399,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,father,0.1609317387851281,0.02233039165802211,0.9021470649349237,0.03802015916405291,0.0,0.0,0.0,0.0,0.9779878455341867,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,granddaughter,0.3955626532490988,0.06449161708458012,0.9766060639362285,0.013580943614573225,0.08941954022988505,0.13187147943237085,0.17282051282051283,0.06744019138755981,0.9830859261052179,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,grandfather,0.894184844915596,0.05548739529144439,0.9971472024400951,0.001756288928550096,0.3767162467162467,0.20843959430859454,0.890909090909091,0.25572673691902387,0.9879651995195609,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,grandmother,0.44306914132412994,0.07322033511902179,0.9813059693848716,0.00806390945364278,0.08036819502336744,0.09276686080705307,0.4,0.04654704944178628,0.98274369863602,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,grandson,0.3920853316623064,0.09248057969523403,0.9759308556516482,0.005321854733606568,0.10161655773420479,0.11130674952886467,0.27395104895104894,0.06706898174289479,0.9815639039151833,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,husband,0.0256984772593077,0.005534080466732271,0.5726993065658996,0.06524753776860559,0.0,0.0,0.0,0.0,0.9813680593120472,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,mother,0.14743547302366874,0.026759206671997108,0.8917357145004516,0.039236758908048765,0.00909090909090909,0.02874797872880345,0.05,0.005,0.9763250009083183,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,nephew,0.23987895537258314,0.054702015592442386,0.9409299469251311,0.02085336044031026,0.0,0.0,0.0,0.0,0.9821172508607182,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,niece,0.22930393919703432,0.05237218286755108,0.9476001332325976,0.015168975281207375,0.019047619047619046,0.06023386019368342,0.02857142857142857,0.014285714285714285,0.9830716603557678,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,overall,0.4017373630431867,0.020635968351296937,0.9143151009909346,0.010145546048805656,0.32057575525702325,0.02707476022606266,0.7268643737244749,0.20641736925608076,0.9789930169461372,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,sister,0.1065160118117707,0.02229164667979091,0.8262722420248311,0.03715718644775482,0.0,0.0,0.0,0.0,0.978414093768434,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,son,0.16267782156782834,0.04456399713479457,0.8945871488454975,0.040936668063689965,0.0064516129032258064,0.020401791355925028,0.025,0.0037037037037037034,0.9759299112254125,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,uncle,0.1794763791967442,0.03307463720808016,0.9190448552083389,0.07223126825070356,0.0,0.0,0.0,0.0,0.9844017366771354,0.4072720436146483,1.440581554779783,10
tabicl,random,0.4,wife,0.028614648826330268,0.004574221539245271,0.561260811556962,0.04798508301675936,0.0,0.0,0.0,0.0,0.9796252814107959,0.4072720436146483,1.440581554779783,10
tabicl,random,0.8,aunt,0.5232756300900927,0.3001323996342385,0.9758321920610069,0.016643286658728235,0.0,0.0,0.0,0.0,0.9825378137439911,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,brother,0.16773656728020286,0.10574770956293447,0.8523348914198747,0.06069251964933813,0.0,0.0,0.0,0.0,0.9724374366666437,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,cousin,0.9285299304898327,0.02895732962555925,0.9919768877121722,0.0036899733918432927,0.839376885969733,0.048992751619221106,0.7586123158940996,0.9422252119860814,0.9658248788734278,0.4325420434237458,2.7406284972094,10
