model,split_name,p_value,relation,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,fit_time_mean_s,predict_time_mean_s,runs
tabicl,evidence,0.1,aunt,0.0852827164305747,0.03590394662426137,0.7205016550910599,0.04816699698999457,0.12976414906133282,0.08255776082005588,0.16326395984088252,0.22245027829109984,0.9201284652761295,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,brother,0.0551818142358401,0.02082513240049563,0.6550979171827525,0.052540682204321544,0.06390100972144522,0.03318570799457542,0.05190496821589737,0.3605239012195534,0.7571700337311167,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,cousin,0.6187801054442218,0.03568501658765538,0.9533619064533253,0.009640959156253398,0.6497307007504025,0.02622786995515743,0.5478732302135887,0.8073239557462,0.9113226089736756,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,granddaughter,0.13589577160769792,0.09820309180875132,0.783246332943371,0.09250121674180382,0.17779451572686603,0.10014128082477657,0.15044230777349069,0.2896327866236984,0.9468518138083146,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,grandfather,0.32705720248137077,0.14588943250476,0.8708182769173293,0.0879398755596594,0.27168818242256465,0.08977720978069507,0.503893397182237,0.2730397596360595,0.9786689343844989,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,grandmother,0.14120347274643938,0.045689664976813656,0.8645642224511478,0.06821163729640839,0.18345478783405483,0.07046062548570556,0.1371625207236414,0.47559049651154917,0.8860400387302552,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,grandson,0.11841838543091217,0.06682865309767816,0.769701291791273,0.12583554490321047,0.09703503698703368,0.11056991143186688,0.06218353199775645,0.3336462168554595,0.8775121965075178,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,husband,0.02236031966231301,0.007627227617127236,0.4829601700398102,0.06589997141816328,0.031757886455697895,0.011880938208064677,0.017761774468969573,0.3948526287999973,0.5958613087136839,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,nephew,0.08288220742502748,0.027727147582094547,0.8178711491094404,0.04740070077987757,0.11584299821312452,0.03591176479855299,0.0854173145463237,0.28296122717175354,0.9260581700996408,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,niece,0.07664013896954636,0.02925126561633238,0.8082909250675245,0.050962226203262975,0.1012924348912547,0.04358180985441526,0.07621324481482834,0.36507013466232,0.8759644388624024,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,overall,0.26497259519419913,0.01986370076769473,0.7956609864993942,0.012498976345996926,0.1407410676785484,0.02534997173404937,0.08355068067872144,0.4849831697158087,0.8475480751753972,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,sister,0.04910800487230849,0.014695274273695163,0.6701840809125538,0.024554619094716856,0.0735724586165123,0.02671077773962552,0.06644126389413475,0.3479072522777401,0.769911606873239,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,uncle,0.11598595873347535,0.056846365103468834,0.7606037535559422,0.09675020963782312,0.16652291102936684,0.07224261133070528,0.16831346602646013,0.237977622307515,0.9688503918025806,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.1,wife,0.020090274388715808,0.002563006437959285,0.45099037772175476,0.037492827646298583,0.03404965389696492,0.0071897447052668125,0.019730270137895467,0.3761559834482894,0.6079161785298739,0.527780122787226,1.209024975716602,10
tabicl,evidence,0.2,aunt,0.14936898492580544,0.03510933654886535,0.8823859860688466,0.04388939115197814,0.16477945095903648,0.08228973726757512,0.14832017037871786,0.31841028135542465,0.946179828705614,0.5673118473961949,1.4077516855672,10
tabicl,evidence,0.2,brother,0.06959163138049473,0.021081645658403012,0.7312742750413339,0.0753359309517225,0.08604108032021518,0.04208465594218591,0.078070406152684,0.2495331932875487,0.8961308014680405,0.5673118473961949,1.4077516855672,10
tabicl,evidence,0.2,cousin,0.6640684004177606,0.04429020087616735,0.9672500961385724,0.005947790192600806,0.7019842392792143,0.04919017848143263,0.647764072147819,0.7879239131910284,0.9316627359083881,0.5673118473961949,1.4077516855672,10
tabicl,evidence,0.2,granddaughter,0.266797919040925,0.06757201469429958,0.9400356380252116,0.034905556088157444,0.23857687635341857,0.13660440848020325,0.2873231036628443,0.38798403454819075,0.9640617025022932,0.5673118473961949,1.4077516855672,10
tabicl,evidence,0.2,grandfather,0.6532995658518803,0.10211027011655574,0.9805782664085921,0.025589233060639278,0.48196871391429674,0.16436907424213237,0.7143371499220555,0.48163899241902575,0.9843646793608606,0.5673118473961949,1.4077516855672,10
tabicl,evidence,0.2,grandmother,0.2325980361165408,0.055131957515765516,0.9503500122919881,0.036946006110210566,0.2801785900910331,0.09884924806863257,0.24276604734585008,0.4048027159037596,0.9678489973071681,0.5673118473961949,1.4077516855672,10
tabicl,evidence,0.2,grandson,0.2661155161516537,0.05003534678558391,0.9243284096364139,0.02973530862625002,0.3094576999293936,0.07569765972644472,0.3725036799344676,0.3254121878920266,0.9740831236643155,0.5673118473961949,1.4077516855672,10
tabicl,evidence,0.2,husband,0.02708921704419115,0.005932424883251482,0.5342615537521732,0.050140780255268184,0.03772692764934612,0.012213023047953677,0.02218692476854227,0.3701628151260504,0.6640667552351299,0.5673118473961949,1.4077516855672,10
tabicl,evidence,0.2,nephew,0.10767286556294912,0.02515523319976346,0.8800469858014326,0.02078135367241994,0.11285737581765073,0.06025850394358726,0.09069723568575393,0.22359590224296105,0.9506165853615431,0.5673118473961949,1.4077516855672,10
tabicl,evidence,0.2,niece,0.11175218341547517,0.03754455918270259,0.8724562636657371,0.02857123735894725,0.1252141265979843,0.06362533597724558,0.08440485921805978,0.496610420308279,0.8690011971669385,0.5673118473961949,1.4077516855672,10
tabicl,evidence,0.2,overall,0.34421286972228793,0.017648051434505076,0.8710881463089356,0.008967524601068507,0.20207900685627195,0.06609910716919418,0.134977418541128,0.4792986753745974,0.8943415039468217,0.5673118473961949,1.4077516855672,10
tabicl,evidence,0.2,sister,0.07618464195690508,0.027800639420007735,0.7191868848512311,0.043379680868678674,0.07854810409730095,0.056156618878112304,0.08147759946062473,0.14169118410258758,0.9392949484913663,0.5673118473961949,1.4077516855672,10
tabicl,evidence,0.2,uncle,0.1390045612239838,0.04160704706449509,0.8397310633869635,0.05511798830433654,0.16134367649215733,0.08653593293375585,0.11503585468100397,0.39380059935121114,0.8997836182274114,0.5673118473961949,1.4077516855672,10
