model,split_mode,train_fraction,run_idx,relation,relation_id,matrix_id,wave,reflexivity,symmetry,transitive,entity_count,anchor_entity_count,query_entity_count,transfer_matrix_count,transfer_train_rows,heldout_support_rows,support_pool_rows,evaluation_pool_rows,train_rows,valid_rows,test_rows,fit_time_s,predict_time_s,f1,precision,recall,accuracy,positive_rate_true,positive_rate_pred,tp,fp,fn,tn,average_precision,roc_auc
tabpfn,leave_matrix_out_support,0.4,6,symmetric,A01,A01_m008,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1575693149352446,2.3831890129949898,0.5440340909090909,0.5304709141274239,0.5583090379008746,0.5244444444444445,0.5081481481481481,0.5348148148148149,383,339,303,325,0.5205821798516533,0.5227802609856336
tabicl,leave_matrix_out_support,0.4,6,symmetric,A01,A01_m008,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4355832610744983,1.3008329359581694,0.17229336437718276,0.4277456647398844,0.10787172011661808,0.47333333333333333,0.5081481481481481,0.12814814814814815,74,99,612,565,0.47430143073044784,0.46403763743018717
tabpfn,leave_matrix_out_support,0.4,7,symmetric,A01,A01_m008,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1832935040583834,2.420121895032935,0.4713375796178344,0.5229681978798587,0.4289855072463768,0.5081481481481481,0.5111111111111111,0.4192592592592593,296,270,394,390,0.515334618942555,0.5005478700043917
tabicl,leave_matrix_out_support,0.4,7,symmetric,A01,A01_m008,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4226658589905128,1.5194066120311618,0.38552036199095024,0.5132530120481927,0.30869565217391304,0.49703703703703705,0.5111111111111111,0.3074074074074074,213,202,477,458,0.5080417424670347,0.50006038647343
tabpfn,leave_matrix_out_support,0.4,8,symmetric,A01,A01_m008,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1379315129015595,2.4222479490563273,0.5607603530210454,0.5214646464646465,0.6064610866372981,0.5207407407407407,0.5044444444444445,0.5866666666666667,413,379,268,290,0.5120152099960874,0.522873686590326
tabicl,leave_matrix_out_support,0.4,8,symmetric,A01,A01_m008,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.45330028200987726,1.4610673791030422,0.5549872122762148,0.49150622876557193,0.6372980910425844,0.48444444444444446,0.5044444444444445,0.654074074074074,434,449,247,220,0.4853525199252292,0.4704272930206831
tabpfn,leave_matrix_out_support,0.4,9,symmetric,A01,A01_m008,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1424838230013847,2.4032355030067265,0.6419624217118998,0.48770816812053924,0.9389312977099237,0.4918518518518519,0.48518518518518516,0.9340740740740741,615,646,40,49,0.485983562868063,0.512308199242133
tabicl,leave_matrix_out_support,0.4,9,symmetric,A01,A01_m008,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4212916149990633,1.3030465180054307,0.6515380736258195,0.4864457831325301,0.9862595419847329,0.48814814814814816,0.48518518518518516,0.9837037037037037,646,682,9,13,0.48089171738546244,0.48913284639464
tabpfn,leave_matrix_out_support,0.4,0,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.3561743770260364,2.4677617880515754,0.6401273885350318,0.4995857497928749,0.8906942392909897,0.49777777777777776,0.5014814814814815,0.894074074074074,603,604,74,69,0.5033779884620903,0.49978161673847343
tabicl,leave_matrix_out_support,0.4,0,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.41582235402893275,1.546010300051421,0.5839506172839506,0.5015906680805938,0.6986706056129985,0.5007407407407407,0.5014814814814815,0.6985185185185185,473,470,204,203,0.49376847453124406,0.4936855412722416
tabpfn,leave_matrix_out_support,0.4,1,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1576263159513474,2.51786726701539,0.638771186440678,0.49304987735077677,0.9067669172932331,0.4948148148148148,0.4925925925925926,0.9059259259259259,603,620,62,65,0.4881705234202876,0.4843795620437956
tabicl,leave_matrix_out_support,0.4,1,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4639699929393828,1.3017382300458848,0.6261530113944656,0.4898132427843803,0.8676691729323308,0.48962962962962964,0.4925925925925926,0.8725925925925926,577,601,88,84,0.4799632767973556,0.4882179902310521
tabpfn,leave_matrix_out_support,0.4,2,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1543752560392022,2.410306485951878,0.5332400279916025,0.5066489361702128,0.5627769571639586,0.5059259259259259,0.5014814814814815,0.557037037037037,381,371,296,302,0.4964508865020081,0.4928174952427566
tabicl,leave_matrix_out_support,0.4,2,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4240661980584264,1.5585399229312316,0.609271523178808,0.5142276422764228,0.7474150664697193,0.5192592592592593,0.5014814814814815,0.7288888888888889,506,478,171,195,0.501049818170056,0.50789362211136
tabpfn,leave_matrix_out_support,0.4,3,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.165390279958956,2.4385567069984972,0.6309587573647563,0.48960931005818786,0.8870481927710844,0.48962962962962964,0.4918518518518519,0.8911111111111111,589,614,75,72,0.494738824545391,0.5020427921598932
tabicl,leave_matrix_out_support,0.4,3,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.6903838329017162,1.3015951589914039,0.6256684491978609,0.48507462686567165,0.8810240963855421,0.48148148148148145,0.4918518518518519,0.8933333333333333,585,621,79,65,0.4829572496242488,0.4904764831922442
tabpfn,leave_matrix_out_support,0.4,4,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.14540224801749,2.3979606779757887,0.4593967517401392,0.49417637271214643,0.4291907514450867,0.4822222222222222,0.5125925925925926,0.4451851851851852,297,304,395,354,0.5018139285593836,0.4865165504155173
tabicl,leave_matrix_out_support,0.4,4,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4674918740056455,1.5247630710946396,0.44480257856567285,0.5027322404371585,0.3988439306358382,0.48962962962962964,0.5125925925925926,0.4066666666666667,276,273,416,385,0.5080130031772215,0.49678369379974346
tabpfn,leave_matrix_out_support,0.4,5,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.153898568940349,2.4333158109802753,0.6518668012108981,0.4879154078549849,0.9817629179331308,0.4888888888888889,0.4874074074074074,0.9807407407407407,646,678,12,14,0.4900701823780107,0.5019743661823356
tabicl,leave_matrix_out_support,0.4,5,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.46060197695624083,1.5270990029675886,0.6190735694822889,0.4825828377230246,0.8632218844984803,0.4822222222222222,0.4874074074074074,0.8718518518518519,568,609,90,83,0.48371658390337985,0.4975347874975842
tabpfn,leave_matrix_out_support,0.4,6,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1560859020100906,2.393215582938865,0.6197183098591549,0.49818840579710144,0.819672131147541,0.5,0.49703703703703705,0.8177777777777778,550,554,121,125,0.4947408757532206,0.49217969794275357
tabicl,leave_matrix_out_support,0.4,6,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4652330121025443,1.3056796990567818,0.6406833956219968,0.49916805324459235,0.8941877794336811,0.5014814814814815,0.49703703703703705,0.8903703703703704,600,602,71,77,0.5075304686036543,0.520921447995979
tabpfn,leave_matrix_out_support,0.4,7,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1597371869720519,2.408953213947825,0.6150341685649203,0.5004633920296571,0.7976366322008862,0.49925925925925924,0.5014814814814815,0.7992592592592592,540,539,137,134,0.4998708760995327,0.49695909538849176
tabicl,leave_matrix_out_support,0.4,7,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4083218489540741,1.5367771259043366,0.6522882693319305,0.5065359477124183,0.9158050221565731,0.5103703703703704,0.5014814814814815,0.9066666666666666,620,604,57,69,0.5163803633182653,0.517794394902781
tabpfn,leave_matrix_out_support,0.4,8,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1501198599580675,2.436989177018404,0.5945619335347432,0.4979757085020243,0.7376311844077961,0.502962962962963,0.49407407407407405,0.7318518518518519,492,496,175,187,0.5062302704062882,0.5126854581494026
tabicl,leave_matrix_out_support,0.4,8,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.42857627593912184,1.4277182350633666,0.6192373363688105,0.4990825688073395,0.815592203898051,0.5044444444444445,0.49407407407407405,0.8074074074074075,544,546,123,137,0.508039698413791,0.5148651881965313
tabpfn,leave_matrix_out_support,0.4,9,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.158379120985046,2.392327759996988,0.6051282051282051,0.4880514705882353,0.7961019490254873,0.4866666666666667,0.49407407407407405,0.8059259259259259,531,557,136,126,0.49115593676944,0.4990670843202118
tabicl,leave_matrix_out_support,0.4,9,symmetric,A01,A01_m009,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.471027506981045,1.296424761065282,0.5663492063492064,0.4911894273127753,0.6686656671664168,0.49407407407407405,0.49407407407407405,0.6725925925925926,446,462,221,221,0.4934946304199307,0.48804221608083226
tabpfn,leave_matrix_out_support,0.4,0,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.325990073964931,2.4649270999943838,0.5481967213114755,0.49176470588235294,0.6192592592592593,0.48962962962962964,0.5,0.6296296296296297,418,432,257,243,0.4976776205265288,0.48732839506172837
tabicl,leave_matrix_out_support,0.4,0,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.42144832806661725,1.5591884240275249,0.6337801608579089,0.4966386554621849,0.8755555555555555,0.49407407407407405,0.5,0.8814814814814815,591,599,84,76,0.5123380788194343,0.5072921810699589
tabpfn,leave_matrix_out_support,0.4,1,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1618692650226876,2.498013178934343,0.537940379403794,0.4943960149439601,0.5898959881129272,0.4948148148148148,0.4985185185185185,0.5948148148148148,397,406,276,271,0.4821244928322139,0.48808219989859997
tabicl,leave_matrix_out_support,0.4,1,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4507403710158542,1.296115792938508,0.652931854199683,0.5065573770491804,0.9182763744427934,0.5133333333333333,0.4985185185185185,0.9037037037037037,618,602,55,75,0.49487578979170116,0.4957223218420573
tabpfn,leave_matrix_out_support,0.4,2,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.146950974012725,2.39565115806181,0.43470935130581295,0.4980694980694981,0.38565022421524664,0.502962962962963,0.4955555555555556,0.3837037037037037,258,260,411,421,0.4972469511896482,0.5037632603069873
tabicl,leave_matrix_out_support,0.4,2,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.41755110095255077,1.5723774690413848,0.6366076221148685,0.4966499162479062,0.8863976083707026,0.4985185185185185,0.4955555555555556,0.8844444444444445,593,601,76,80,0.501558291748283,0.49948418420989094
tabpfn,leave_matrix_out_support,0.4,3,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.162835817085579,2.4126363159157336,0.46687211093990755,0.48792270531400966,0.44756277695716395,0.4874074074074074,0.5014814814814815,0.46,303,318,374,355,0.4879829491873195,0.4844377234587519
tabicl,leave_matrix_out_support,0.4,3,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.8343695169314742,1.2982204389991239,0.6402144772117963,0.5025252525252525,0.8818316100443131,0.502962962962963,0.5014814814814815,0.88,597,591,80,82,0.5233511434117021,0.5080604274166467
tabpfn,leave_matrix_out_support,0.4,4,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1675836050417274,2.4034198329318315,0.38222222222222224,0.48314606741573035,0.3161764705882353,0.48518518518518516,0.5037037037037037,0.3296296296296296,215,230,465,440,0.49916592599836035,0.4942669007901668
tabicl,leave_matrix_out_support,0.4,4,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4326071669347584,1.5528608250897378,0.5404644616467277,0.5182186234817814,0.5647058823529412,0.5162962962962963,0.5037037037037037,0.5488888888888889,384,357,296,313,0.5171590066300874,0.5156892010535558
tabpfn,leave_matrix_out_support,0.4,5,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1453569830628112,2.4374175099655986,0.47882986913010006,0.4920886075949367,0.4662668665667166,0.4985185185185185,0.49407407407407405,0.46814814814814815,311,321,356,362,0.4912442716883545,0.5003929221333696
tabicl,leave_matrix_out_support,0.4,5,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4272004390368238,1.5300246810074896,0.602865329512894,0.48794063079777367,0.7886056971514243,0.4866666666666667,0.49407407407407405,0.7985185185185185,526,552,141,131,0.4946754216267235,0.5016331512135587
tabpfn,leave_matrix_out_support,0.4,6,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.148638685932383,2.381314823986031,0.6144306651634723,0.48878923766816146,0.8270106221547799,0.49333333333333335,0.48814814814814816,0.825925925925926,545,570,114,121,0.498684290826658,0.5110602610190856
tabicl,leave_matrix_out_support,0.4,6,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.41457887704018503,1.3015012019313872,0.6480908152734778,0.4910086004691165,0.952959028831563,0.4948148148148148,0.48814814814814816,0.9474074074074074,628,651,31,40,0.4934591272098279,0.504754386003439
tabpfn,leave_matrix_out_support,0.4,7,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1653003460960463,2.4001266199629754,0.6431852986217458,0.4834996162701458,0.9603658536585366,0.4822222222222222,0.48592592592592593,0.9651851851851851,630,673,26,21,0.4842501187666695,0.49471295775637875
tabicl,leave_matrix_out_support,0.4,7,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.48629897099453956,1.5169920640764758,0.6555048198883815,0.49125475285171105,0.9847560975609756,0.49703703703703705,0.48592592592592593,0.9740740740740741,646,669,10,25,0.492065676609482,0.49835040767554645
tabpfn,leave_matrix_out_support,0.4,8,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1525280999485403,2.429352359031327,0.5306685044796692,0.4942233632862644,0.5729166666666666,0.4955555555555556,0.49777777777777776,0.577037037037037,385,394,287,284,0.48748540967297016,0.4906741642084562
tabicl,leave_matrix_out_support,0.4,8,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.6056897330563515,1.30223950301297,0.6458333333333334,0.4967948717948718,0.9226190476190477,0.4962962962962963,0.49777777777777776,0.9244444444444444,620,628,52,50,0.5123485130929459,0.5039726436297233
tabpfn,leave_matrix_out_support,0.4,9,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1664843070320785,2.4063306420575827,0.20721769499417927,0.5,0.13069016152716592,0.4955555555555556,0.5044444444444445,0.13185185185185186,89,89,592,580,0.5093697543181354,0.5090553108174254
tabicl,leave_matrix_out_support,0.4,9,symmetric,A01,A01_m010,1,none,symmetric,0,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4503772270400077,1.5189200979657471,0.5549668874172186,0.5054282267792521,0.6152716593245228,0.5022222222222222,0.5044444444444445,0.6140740740740741,419,410,262,259,0.5206649436500038,0.5131511076869723
tabpfn,leave_matrix_out_support,0.2,0,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.136966694961302,2.402043155976571,0.6561797752808989,0.4907563025210084,0.9898305084745763,0.49,0.49166666666666664,0.9916666666666667,876,909,9,6,0.487108534422255,0.49808897533265417
tabicl,leave_matrix_out_support,0.2,0,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.4227809449657798,1.4993311479920521,0.6582089552238806,0.4913649025069638,0.9966101694915255,0.4911111111111111,0.49166666666666664,0.9972222222222222,882,913,3,2,0.5101746722043917,0.5210891914420672
tabpfn,leave_matrix_out_support,0.2,1,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.1380869949935004,2.512554205954075,0.659717051377513,0.4922222222222222,1.0,0.4922222222222222,0.4922222222222222,1.0,886,914,0,0,0.49085360970281594,0.4991269492370993
tabicl,leave_matrix_out_support,0.2,1,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.43723357398994267,1.2634107460035011,0.659717051377513,0.4922222222222222,1.0,0.4922222222222222,0.4922222222222222,1.0,886,914,0,0,0.4877770780341204,0.48675173251799203
tabpfn,leave_matrix_out_support,0.2,2,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.1473467729520053,2.413217446068302,0.32708177044261066,0.505800464037123,0.24168514412416853,0.5016666666666667,0.5011111111111111,0.23944444444444443,218,213,684,685,0.5043326786610575,0.5091593044903925
tabicl,leave_matrix_out_support,0.2,2,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.45192658295854926,1.4819977540755644,0.6676535899333826,0.5011111111111111,1.0,0.5011111111111111,0.5011111111111111,1.0,902,898,0,0,0.48400579351477685,0.4783918686018203
tabpfn,leave_matrix_out_support,0.2,3,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.13061592890881,2.4091162409167737,0.659717051377513,0.4922222222222222,1.0,0.4922222222222222,0.4922222222222222,1.0,886,914,0,0,0.49690085861445876,0.5106254105931806
tabicl,leave_matrix_out_support,0.2,3,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.42041036300361156,1.5063384720124304,0.659717051377513,0.4922222222222222,1.0,0.4922222222222222,0.4922222222222222,1.0,886,914,0,0,0.47855549562452476,0.48323791929899085
tabpfn,leave_matrix_out_support,0.2,4,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.1424023819854483,2.3843567399308085,0.6423762376237624,0.4966319657072872,0.9091928251121076,0.49833333333333335,0.4955555555555556,0.9072222222222223,811,822,81,86,0.5138069375824902,0.5175378054562336
tabicl,leave_matrix_out_support,0.2,4,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.4457075740210712,1.3003497159807011,0.6619561175158052,0.4952698942682248,0.9977578475336323,0.495,0.4955555555555556,0.9983333333333333,890,907,2,1,0.4841904132395332,0.4886861431026649
tabpfn,leave_matrix_out_support,0.2,5,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.3733039029175416,2.524514510994777,0.6367641169403284,0.49656464709556525,0.8872767857142857,0.4961111111111111,0.49777777777777776,0.8894444444444445,795,806,101,98,0.5135431128568634,0.5113903484513274
tabicl,leave_matrix_out_support,0.2,5,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.3981473840540275,1.5670566639164463,0.6626776364996261,0.4983127109111361,0.9888392857142857,0.4988888888888889,0.49777777777777776,0.9877777777777778,886,892,10,12,0.5036525956402456,0.49489310899968386
tabpfn,leave_matrix_out_support,0.2,6,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.130634617060423,2.551964981947094,0.015267175572519083,0.875,0.007700770077007701,0.49833333333333335,0.505,0.0044444444444444444,7,1,902,890,0.5102278107686068,0.4989708847427953
tabicl,leave_matrix_out_support,0.2,6,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.42423017404507846,1.2639444249216467,0.6286438529784537,0.5102880658436214,0.8184818481848185,0.5116666666666667,0.505,0.81,744,714,165,177,0.5061513268381598,0.5139236145836806
tabpfn,leave_matrix_out_support,0.2,7,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.2277093069860712,2.4088667900068685,0.6319299708211755,0.5033200531208499,0.8488241881298992,0.5094444444444445,0.4961111111111111,0.8366666666666667,758,748,135,159,0.4988340637436126,0.5135576102751895
tabicl,leave_matrix_out_support,0.2,7,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.46239702100865543,1.4949226330500096,0.6632008911994058,0.4961111111111111,1.0,0.4961111111111111,0.4961111111111111,1.0,893,907,0,0,0.4990700443403621,0.5073893358980975
tabpfn,leave_matrix_out_support,0.2,8,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.13719817600213,2.421023732982576,0.0,0.0,0.0,0.49722222222222223,0.5027777777777778,0.0,0,0,905,895,0.5091249392541756,0.5019661100651255
tabicl,leave_matrix_out_support,0.2,8,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.4279878089437261,1.4434217689558864,0.6143226919758412,0.5038924274593064,0.7867403314917127,0.5033333333333333,0.5027777777777778,0.785,712,701,193,194,0.4939436526483041,0.49208123707521834
tabpfn,leave_matrix_out_support,0.2,9,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.1390563850291073,2.3902833190513775,0.3173374613003096,0.5112219451371571,0.23007856341189675,0.51,0.495,0.22277777777777777,205,196,686,713,0.515508248960655,0.5169473737497207
tabicl,leave_matrix_out_support,0.2,9,symmetric,A01,A01_m001,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.6208553599426523,1.4881072120042518,0.6381789137380192,0.495350278983261,0.8967452300785634,0.49666666666666665,0.495,0.8961111111111111,799,814,92,95,0.5109417760485429,0.509815179048769
tabpfn,leave_matrix_out_support,0.2,0,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.1344233489362523,2.405539655010216,0.4806662700773349,0.519280205655527,0.44739756367663347,0.515,0.5016666666666667,0.43222222222222223,404,374,499,523,0.5084669191124858,0.5183360062025381
tabicl,leave_matrix_out_support,0.2,0,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.41469045798294246,1.5210925670107827,0.4634433962264151,0.49558638083228246,0.43521594684385384,0.49444444444444446,0.5016666666666667,0.44055555555555553,393,400,510,497,0.4944641999663588,0.49086903434729523
tabpfn,leave_matrix_out_support,0.2,1,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.1567128730239347,2.5310115199536085,0.5995337995337995,0.5189669087974172,0.7097130242825607,0.5227777777777778,0.5033333333333333,0.6883333333333334,643,596,263,298,0.5231619076202776,0.5340083016035281
tabicl,leave_matrix_out_support,0.2,1,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.46610797091852874,1.2798868640093133,0.5945446139620897,0.5115354017501988,0.7097130242825607,0.5127777777777778,0.5033333333333333,0.6983333333333334,643,614,263,280,0.5071085171287546,0.4986147532482925
tabpfn,leave_matrix_out_support,0.2,2,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.142100044991821,2.3962341520236805,0.6113615870153292,0.5179526355996944,0.7458745874587459,0.5211111111111111,0.505,0.7272222222222222,678,631,231,260,0.5111815888498702,0.5183333148129629
tabicl,leave_matrix_out_support,0.2,2,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.42193132592365146,1.4961116940248758,0.47505668934240364,0.49005847953216375,0.46094609460946095,0.4855555555555556,0.505,0.475,419,436,490,455,0.4972038525518218,0.49563289662299564
tabpfn,leave_matrix_out_support,0.2,3,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.108292727963999,2.432572771096602,0.509090909090909,0.4953173777315297,0.5236523652365237,0.49,0.505,0.5338888888888889,476,485,433,406,0.5083387824322905,0.5015612672378349
tabicl,leave_matrix_out_support,0.2,3,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.4599073310382664,1.4769810970174149,0.4722063037249284,0.49282296650717705,0.45324532453245325,0.48833333333333334,0.505,0.46444444444444444,412,424,497,467,0.5019516852779342,0.48433176650998433
tabpfn,leave_matrix_out_support,0.2,4,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.119342262041755,2.389070061966777,0.6485225505443235,0.49495548961424335,0.9402480270574972,0.49777777777777776,0.49277777777777776,0.9361111111111111,834,851,53,62,0.5142980110181993,0.5267413818438662
tabicl,leave_matrix_out_support,0.2,4,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.4503987350035459,1.2671681150095537,0.6576271186440678,0.49377828054298645,0.9842164599774521,0.495,0.49277777777777776,0.9822222222222222,873,895,14,18,0.4877197966035408,0.496402335795987
tabpfn,leave_matrix_out_support,0.2,5,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.3811923409812152,2.5040573820006102,0.2481012658227848,0.5632183908045977,0.1590909090909091,0.505,0.5133333333333333,0.145,147,114,777,762,0.5314545341820812,0.5200760046650458
tabicl,leave_matrix_out_support,0.2,5,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,0.41890449600759894,1.4789144039386883,0.010706638115631691,0.5,0.005411255411255411,0.4866666666666667,0.5133333333333333,0.005555555555555556,5,5,919,871,0.5141713298247195,0.5045940075905829
tabpfn,leave_matrix_out_support,0.2,6,symmetric,A01,A01_m002,1,none,symmetric,0,50,50,0,9,22500,500,2500,2000,23000,200,1800,1.1291945030679926,2.5900213100248948,0.4114583333333333,0.5138211382113821,0.34310532030401736,0.49777777777777776,0.5116666666666667,0.3416666666666667,316,299,605,580,0.5130039642549897,0.5128619408838639
