model,split_mode,train_fraction,run_idx,relation,relation_id,matrix_id,wave,reflexivity,symmetry,transitive,entity_count,anchor_entity_count,query_entity_count,transfer_matrix_count,transfer_train_rows,heldout_support_rows,support_pool_rows,evaluation_pool_rows,train_rows,valid_rows,test_rows,fit_time_s,predict_time_s,f1,precision,recall,accuracy,positive_rate_true,positive_rate_pred,tp,fp,fn,tn,average_precision,roc_auc
tabicl,leave_matrix_out_support,0.4,5,transitive,A03,A03_m004,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4364897469058633,1.525412057992071,0.6424050632911392,0.6677631578947368,0.6189024390243902,0.6651851851851852,0.48592592592592593,0.45037037037037037,406,202,250,492,0.6513817466431774,0.7002376643002741
tabpfn,leave_matrix_out_support,0.4,6,transitive,A03,A03_m004,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1582648459589109,2.426682939985767,0.5355272999252056,0.5416036308623298,0.5295857988165681,0.54,0.5007407407407407,0.48962962962962964,358,303,318,371,0.5867445068901854,0.5819930468983197
tabicl,leave_matrix_out_support,0.4,6,transitive,A03,A03_m004,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.40134472493082285,1.5315584159689024,0.6511278195488722,0.6620795107033639,0.6405325443786982,0.6562962962962963,0.5007407407407407,0.48444444444444446,433,221,243,453,0.6738378560922705,0.7011559970501993
tabpfn,leave_matrix_out_support,0.4,7,transitive,A03,A03_m004,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1318239559186623,2.4510449790395796,0.5238095238095238,0.5395569620253164,0.508955223880597,0.5407407407407407,0.4962962962962963,0.46814814814814815,341,291,329,389,0.5569517074344513,0.5648825724319578
tabicl,leave_matrix_out_support,0.4,7,transitive,A03,A03_m004,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4547954669687897,1.3706318730255589,0.6257961783439491,0.6706484641638225,0.5865671641791045,0.6518518518518519,0.4962962962962963,0.43407407407407406,393,193,277,487,0.7087259106286721,0.7188740122914837
tabpfn,leave_matrix_out_support,0.4,8,transitive,A03,A03_m004,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1430033190408722,2.4104379899799824,0.5573314801945796,0.5201037613488976,0.6002994011976048,0.5281481481481481,0.4948148148148148,0.5711111111111111,401,370,267,312,0.5510548983043944,0.5502232338841379
tabicl,leave_matrix_out_support,0.4,8,transitive,A03,A03_m004,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.5310752890072763,1.5508365500718355,0.6032934131736527,0.6032934131736527,0.6032934131736527,0.6074074074074074,0.4948148148148148,0.4948148148148148,403,265,265,417,0.6486380942403285,0.6711371977452718
tabpfn,leave_matrix_out_support,0.4,9,transitive,A03,A03_m004,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.153918022988364,2.4163413770729676,0.5277995301487862,0.5860869565217391,0.48005698005698005,0.5533333333333333,0.52,0.42592592592592593,337,238,365,410,0.58586029093569,0.5679144243959059
tabicl,leave_matrix_out_support,0.4,9,transitive,A03,A03_m004,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.40421346202492714,1.4495040320325643,0.6462480857580398,0.6986754966887417,0.6011396011396012,0.6577777777777778,0.52,0.4474074074074074,422,182,280,466,0.7041534342260766,0.7102777338116846
tabpfn,leave_matrix_out_support,0.4,0,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1488587650237605,2.4000395820476115,0.5828571428571429,0.5604395604395604,0.6071428571428571,0.5674074074074074,0.49777777777777776,0.5392592592592592,408,320,264,358,0.5855508052873636,0.6007262694900969
tabicl,leave_matrix_out_support,0.4,0,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.46313511894550174,1.2994973750319332,0.6326219512195121,0.6484375,0.6175595238095238,0.642962962962963,0.49777777777777776,0.4740740740740741,415,225,257,453,0.6777067936229197,0.6962990764152268
tabpfn,leave_matrix_out_support,0.4,1,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.3124347239499912,2.470567239099182,0.555878084179971,0.5510791366906475,0.5607613469985359,0.5466666666666666,0.5059259259259259,0.5148148148148148,383,312,300,355,0.5727584814400093,0.5788105215327914
tabicl,leave_matrix_out_support,0.4,1,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4025197960436344,1.5243445930536836,0.5928286852589641,0.6503496503496503,0.5446559297218155,0.6214814814814815,0.5059259259259259,0.4237037037037037,372,200,311,467,0.6836139465601033,0.6816825847691088
tabpfn,leave_matrix_out_support,0.4,2,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.2074463879689574,2.5128272719448432,0.5483383685800605,0.5707547169811321,0.5276162790697675,0.557037037037037,0.5096296296296297,0.4711111111111111,363,273,325,389,0.5838579256257382,0.5789878714958195
tabicl,leave_matrix_out_support,0.4,2,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4437772569945082,1.3129034679150209,0.6728571428571428,0.6615168539325843,0.684593023255814,0.6607407407407407,0.5096296296296297,0.5274074074074074,471,241,217,421,0.720560405405824,0.7167245573666831
tabpfn,leave_matrix_out_support,0.4,3,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.162383007002063,2.412613097927533,0.5557142857142857,0.5395284327323162,0.572901325478645,0.5392592592592592,0.502962962962963,0.534074074074074,389,332,290,339,0.5697845248598401,0.5758512233077046
tabicl,leave_matrix_out_support,0.4,3,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.44427751505281776,1.5290669010719284,0.621861152141802,0.6237037037037036,0.6200294550810015,0.6207407407407407,0.502962962962963,0.5,421,254,258,417,0.698720724959367,0.6866106683581755
tabpfn,leave_matrix_out_support,0.4,4,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1545982700772583,2.4402941070729867,0.5423476968796433,0.5555555555555556,0.5297532656023222,0.5437037037037037,0.5103703703703704,0.4866666666666667,365,292,324,369,0.5630705752124746,0.5751115980756605
tabicl,leave_matrix_out_support,0.4,4,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4269071579910815,1.4912848669337109,0.6807610993657506,0.6616438356164384,0.7010159651669086,0.6644444444444444,0.5103703703703704,0.5407407407407407,483,247,206,414,0.7519304081637255,0.7329737456332382
tabpfn,leave_matrix_out_support,0.4,5,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.147752517950721,2.3959397909929976,0.5625965996908809,0.5938009787928222,0.5345080763582967,0.5807407407407408,0.5044444444444445,0.4540740740740741,364,249,317,420,0.6023726648139853,0.6076606327194027
tabicl,leave_matrix_out_support,0.4,5,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.44089553388766944,1.3011864681029692,0.6084291187739463,0.6362179487179487,0.5829662261380323,0.6214814814814815,0.5044444444444445,0.4622222222222222,397,227,284,442,0.678087814478031,0.6773890502185085
tabpfn,leave_matrix_out_support,0.4,6,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.334344352944754,2.4707465030951425,0.553030303030303,0.5830670926517572,0.5259365994236311,0.562962962962963,0.5140740740740741,0.46370370370370373,365,261,329,395,0.5695699077179155,0.5741855275180995
tabicl,leave_matrix_out_support,0.4,6,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.3978183470899239,1.5309167669620365,0.6276595744680851,0.6639871382636656,0.5951008645533141,0.6370370370370371,0.5140740740740741,0.46074074074074073,413,209,281,447,0.7139452267832096,0.6921149047585576
tabpfn,leave_matrix_out_support,0.4,7,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1502912560245022,2.5527179209748283,0.5524528301886793,0.583732057416268,0.5243553008595988,0.5607407407407408,0.5170370370370371,0.46444444444444444,366,261,332,391,0.5952747144296755,0.5875859159386152
tabicl,leave_matrix_out_support,0.4,7,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.45434995100367814,1.3013304910855368,0.6352765321375187,0.6640625,0.6088825214899714,0.6385185185185185,0.5170370370370371,0.4740740740740741,425,215,273,437,0.6984081792873862,0.6831163095259022
tabpfn,leave_matrix_out_support,0.4,8,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1399866859428585,2.4071956319967285,0.596167494677076,0.5817174515235457,0.611353711790393,0.5785185185185185,0.5088888888888888,0.5348148148148149,420,302,267,361,0.6095976511543277,0.6128257819755379
tabicl,leave_matrix_out_support,0.4,8,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.44478251901455224,1.515364330029115,0.6108979278587874,0.6461038961038961,0.5793304221251819,0.6244444444444445,0.5088888888888888,0.4562962962962963,398,218,289,445,0.7042949631466077,0.6955427339449944
tabpfn,leave_matrix_out_support,0.4,9,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.143745822017081,2.4352695900015533,0.5894590846047156,0.5505181347150259,0.6343283582089553,0.5614814814814815,0.4962962962962963,0.5718518518518518,425,347,245,333,0.561050160392877,0.5834010096575944
tabicl,leave_matrix_out_support,0.4,9,transitive,A03,A03_m005,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.43865004798863083,1.5450170440599322,0.6681065514758819,0.6453407510431154,0.6925373134328359,0.6585185185185185,0.4962962962962963,0.5325925925925926,464,255,206,425,0.713335333918769,0.7218985952589991
tabpfn,leave_matrix_out_support,0.4,0,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1428601130610332,2.408969917916693,0.3569350145489816,0.609271523178808,0.252400548696845,0.5088888888888888,0.54,0.2237037037037037,184,118,545,503,0.5961454344154846,0.56323709049301
tabicl,leave_matrix_out_support,0.4,0,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4441227000206709,1.2986976118991151,0.384395813510942,0.6273291925465838,0.27709190672153633,0.5207407407407407,0.54,0.23851851851851852,202,120,527,501,0.5862205270988752,0.5550773234020088
tabpfn,leave_matrix_out_support,0.4,1,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.3069686059607193,2.477166269905865,0.5611610228058052,0.5126262626262627,0.6198473282442748,0.5296296296296297,0.48518518518518516,0.5866666666666667,406,386,249,309,0.5177952062992888,0.541202701960569
tabicl,leave_matrix_out_support,0.4,1,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4675185360247269,1.5472720810212195,0.5327380952380952,0.5195936139332366,0.5465648854961832,0.5348148148148149,0.48518518518518516,0.5103703703703704,358,331,297,364,0.5190830546498502,0.5455928387061344
tabpfn,leave_matrix_out_support,0.4,2,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1526904070051387,2.488795249024406,0.5396825396825397,0.5517774343122102,0.5281065088757396,0.5488888888888889,0.5007407407407407,0.4792592592592593,357,290,319,384,0.532571664972431,0.5500873527294436
tabicl,leave_matrix_out_support,0.4,2,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.45860495197121054,1.299077998031862,0.47297297297297297,0.5511811023622047,0.41420118343195267,0.5377777777777778,0.5007407407407407,0.3762962962962963,280,228,396,446,0.5468919596125806,0.5579798254701245
tabpfn,leave_matrix_out_support,0.4,3,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1598896429641172,2.4054407159565017,0.5139318885448917,0.5478547854785478,0.4839650145772595,0.5348148148148149,0.5081481481481481,0.4488888888888889,332,274,354,390,0.5541023627412509,0.554623010994415
tabicl,leave_matrix_out_support,0.4,3,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.44420288607943803,1.5301550100557506,0.49348534201954397,0.559040590405904,0.44169096209912534,0.5392592592592592,0.5081481481481481,0.4014814814814815,303,239,383,425,0.5845181847229328,0.5631267782500263
tabpfn,leave_matrix_out_support,0.4,4,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1521695050178096,2.409124410012737,0.5484996510816469,0.4962121212121212,0.6131045241809673,0.5207407407407407,0.4748148148148148,0.5866666666666667,393,399,248,310,0.5074221029693018,0.5361432792995782
tabicl,leave_matrix_out_support,0.4,4,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4407509369775653,1.5057595239486545,0.5326170376055257,0.5241691842900302,0.5413416536661466,0.5488888888888889,0.4748148148148148,0.49037037037037035,347,315,294,394,0.5292414045347023,0.5731865099709772
tabpfn,leave_matrix_out_support,0.4,5,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1492178729968145,2.3919894190039486,0.5027494108405341,0.5545927209705372,0.45977011494252873,0.5311111111111111,0.5155555555555555,0.4274074074074074,320,257,376,397,0.5631792987979998,0.5645925603711905
tabicl,leave_matrix_out_support,0.4,5,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.39845550898462534,1.2978540239855647,0.45417680454176806,0.521415270018622,0.40229885057471265,0.5014814814814815,0.5155555555555555,0.3977777777777778,280,257,416,397,0.5445127172966359,0.5210925691588457
tabpfn,leave_matrix_out_support,0.4,6,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1519945720210671,2.4069447490619496,0.5011424219345011,0.5181102362204725,0.48525073746312686,0.5148148148148148,0.5022222222222222,0.4703703703703704,329,306,349,366,0.5203580774110244,0.5283484337687877
tabicl,leave_matrix_out_support,0.4,6,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.44842728110961616,1.5314659979194403,0.4704904405652535,0.539047619047619,0.4174041297935103,0.5281481481481481,0.5022222222222222,0.3888888888888889,283,242,395,430,0.5392705898802133,0.5435783642365501
tabpfn,leave_matrix_out_support,0.4,7,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1515213509555906,2.4605495559517294,0.5119236883942766,0.5619546247818499,0.47007299270072994,0.5451851851851852,0.5074074074074074,0.42444444444444446,322,251,363,414,0.5412282862144403,0.5509532956478789
tabicl,leave_matrix_out_support,0.4,7,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.5979079100070521,1.3057006240123883,0.43098842386464825,0.5525114155251142,0.3532846715328467,0.5266666666666666,0.5074074074074074,0.3244444444444444,242,196,443,469,0.5601211757687072,0.5620723341199715
tabpfn,leave_matrix_out_support,0.4,8,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1644655980635434,2.3959453750867397,0.512779552715655,0.5691489361702128,0.46656976744186046,0.5481481481481482,0.5096296296296297,0.4177777777777778,321,243,367,419,0.5704653173350966,0.5756900776364786
tabicl,leave_matrix_out_support,0.4,8,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4410186921013519,1.5210926160216331,0.4619332763045338,0.5613305613305614,0.39244186046511625,0.534074074074074,0.5096296296296297,0.3562962962962963,270,211,418,451,0.552966705667048,0.5557243729361343
tabpfn,leave_matrix_out_support,0.4,9,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.194331023027189,2.4112262319540605,0.5560283687943263,0.5212765957446809,0.5957446808510638,0.5362962962962963,0.4874074074074074,0.557037037037037,392,360,266,332,0.5352551536842262,0.5504945798267653
tabicl,leave_matrix_out_support,0.4,9,transitive,A03,A03_m006,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.3945023480337113,1.5734400579240173,0.5242121445042275,0.5303265940902022,0.5182370820668692,0.5414814814814815,0.4874074074074074,0.4762962962962963,341,302,317,390,0.5745053100960023,0.5721324472477467
tabpfn,leave_matrix_out_support,0.4,0,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.201726836967282,2.3838949950877577,0.5506072874493927,0.6082289803220036,0.5029585798816568,0.5888888888888889,0.5007407407407407,0.4140740740740741,340,219,336,455,0.6330184469535041,0.6369275981950029
tabicl,leave_matrix_out_support,0.4,0,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4197969479719177,1.322991713997908,0.5806451612903226,0.6812749003984063,0.5059171597633136,0.6340740740740741,0.5007407407407407,0.3718518518518519,342,160,334,514,0.7049909389440887,0.6916141379734166
tabpfn,leave_matrix_out_support,0.4,1,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1463009100407362,2.399164383066818,0.5728862973760933,0.5614285714285714,0.5848214285714286,0.5659259259259259,0.49777777777777776,0.5185185185185185,393,307,279,371,0.6118916243275729,0.6146755162241888
tabicl,leave_matrix_out_support,0.4,1,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4463642119662836,1.5281835480127484,0.5990639625585024,0.6295081967213115,0.5714285714285714,0.6192592592592593,0.49777777777777776,0.45185185185185184,384,226,288,452,0.6437139822184503,0.657989403357213
tabpfn,leave_matrix_out_support,0.4,2,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1498946780338883,2.4396347409347072,0.5619047619047619,0.592964824120603,0.5339366515837104,0.5911111111111111,0.4911111111111111,0.44222222222222224,354,243,309,444,0.6260846252856582,0.644255193959792
tabicl,leave_matrix_out_support,0.4,2,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.44250833499245346,1.515527842915617,0.5719267654751525,0.6776859504132231,0.4947209653092006,0.6362962962962962,0.4911111111111111,0.3585185185185185,328,156,335,531,0.713158050588963,0.709059214325076
tabpfn,leave_matrix_out_support,0.4,3,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.147819332079962,2.3924751660088077,0.5903151421983089,0.631578947368421,0.5541125541125541,0.6051851851851852,0.5133333333333333,0.45037037037037037,384,224,309,433,0.6522281371681864,0.6444692631907244
tabicl,leave_matrix_out_support,0.4,3,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.48776948102749884,1.5658137120772153,0.5704918032786885,0.6603415559772297,0.5021645021645021,0.6118518518518519,0.5133333333333333,0.39037037037037037,348,179,345,478,0.6871333207357655,0.6817643712620881
tabpfn,leave_matrix_out_support,0.4,4,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1579943069955334,2.431174208992161,0.6214442013129103,0.6068376068376068,0.6367713004484304,0.6155555555555555,0.4955555555555556,0.52,426,276,243,405,0.6434502401072648,0.6537998064044567
tabicl,leave_matrix_out_support,0.4,4,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4499954399652779,1.5269728319253772,0.6133979015334947,0.6666666666666666,0.5680119581464873,0.6451851851851852,0.4955555555555556,0.4222222222222222,380,190,289,491,0.6992276851896663,0.7004712580856869
tabpfn,leave_matrix_out_support,0.4,5,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.151912905042991,2.4431048579281196,0.5899613899613899,0.6015748031496063,0.5787878787878787,0.6066666666666667,0.4888888888888889,0.4703703703703704,382,253,278,437,0.6295392232156789,0.6540788317962232
tabicl,leave_matrix_out_support,0.4,5,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4537200480699539,1.301866759895347,0.5746333045729077,0.6673346693386774,0.5045454545454545,0.6348148148148148,0.4888888888888889,0.36962962962962964,333,166,327,524,0.675115690059227,0.6877294685990338
tabpfn,leave_matrix_out_support,0.4,6,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1673272940097377,2.401624166057445,0.5942142298670836,0.6484641638225256,0.5483405483405484,0.6155555555555555,0.5133333333333333,0.43407407407407406,380,206,313,451,0.6415948246923519,0.6552094109171734
tabicl,leave_matrix_out_support,0.4,6,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4264629230601713,1.528226123075001,0.6026272577996716,0.699047619047619,0.5295815295815296,0.6414814814814814,0.5133333333333333,0.3888888888888889,367,158,326,499,0.7030364372725012,0.7095306182064174
tabpfn,leave_matrix_out_support,0.4,7,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1558959289686754,2.440158910001628,0.5705329153605015,0.6179966044142614,0.529839883551674,0.5940740740740741,0.5088888888888888,0.4362962962962963,364,225,323,438,0.6393202612685005,0.6397050590474684
tabicl,leave_matrix_out_support,0.4,7,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.6993420108919963,1.2953354560304433,0.5914069081718618,0.702,0.5109170305676856,0.6407407407407407,0.5088888888888888,0.37037037037037035,351,149,336,514,0.7013054961574365,0.6985263929779726
tabpfn,leave_matrix_out_support,0.4,8,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.150118154939264,2.420111009036191,0.622412562455389,0.592391304347826,0.6556390977443609,0.6081481481481481,0.4925925925925926,0.5451851851851852,436,300,229,385,0.6364083918335377,0.6512068492398881
tabicl,leave_matrix_out_support,0.4,8,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4046711199916899,1.5289409960387275,0.6136546184738956,0.6586206896551724,0.5744360902255639,0.6437037037037037,0.4925925925925926,0.42962962962962964,382,198,283,487,0.658462057346012,0.6890939026398113
tabpfn,leave_matrix_out_support,0.4,9,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.4022812059847638,2.4145589830586687,0.5758039816232772,0.6064516129032258,0.5481049562682215,0.5896296296296296,0.5081481481481481,0.45925925925925926,376,244,310,420,0.649933854154619,0.6369241543433208
tabicl,leave_matrix_out_support,0.4,9,transitive,A03,A03_m007,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4205252400133759,1.5296176109695807,0.5981308411214953,0.6421404682274248,0.5597667638483965,0.6177777777777778,0.5081481481481481,0.44296296296296295,384,214,302,450,0.6938363359640787,0.683238786047982
tabpfn,leave_matrix_out_support,0.4,0,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.147605080041103,2.3781654350459576,0.6133162612035852,0.5269526952695269,0.7335375191424196,0.5525925925925926,0.4837037037037037,0.6733333333333333,479,430,174,267,0.5688926877388094,0.5924735411663639
tabicl,leave_matrix_out_support,0.4,0,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.430804586969316,1.303061166079715,0.5382113821138211,0.5736568457538995,0.5068912710566615,0.5792592592592593,0.4837037037037037,0.4274074074074074,331,246,322,451,0.5778948597599249,0.5991934367591581
tabpfn,leave_matrix_out_support,0.4,1,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1444778089644387,2.3797766460338607,0.5283582089552239,0.5412844036697247,0.5160349854227405,0.5318518518518518,0.5081481481481481,0.48444444444444446,354,300,332,364,0.5593556189551664,0.5546537461800556
tabicl,leave_matrix_out_support,0.4,1,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.43312000890728086,1.579056891030632,0.4965156794425087,0.6168831168831169,0.41545189504373176,0.5718518518518518,0.5081481481481481,0.3422222222222222,285,177,401,487,0.5930661246468268,0.59080710597492
tabpfn,leave_matrix_out_support,0.4,2,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.13862904405687,2.4032594800228253,0.5223529411764706,0.5467980295566502,0.5,0.5488888888888889,0.49333333333333335,0.45111111111111113,333,276,333,408,0.5740904568586191,0.5761649807702439
tabicl,leave_matrix_out_support,0.4,2,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.4195218120003119,1.577239083009772,0.47282608695652173,0.5958904109589042,0.3918918918918919,0.5688888888888889,0.49333333333333335,0.3244444444444444,261,177,405,507,0.5918454066585479,0.6040151994099363
tabpfn,leave_matrix_out_support,0.4,3,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1555707489605993,2.4038016429403797,0.5542521994134897,0.5446685878962536,0.564179104477612,0.5496296296296296,0.4962962962962963,0.5140740740740741,378,316,292,364,0.5905977962805116,0.5800318261633012
tabicl,leave_matrix_out_support,0.4,3,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.47364129999186844,1.608467521960847,0.5008635578583766,0.5942622950819673,0.43283582089552236,0.5718518518518518,0.4962962962962963,0.36148148148148146,290,198,380,482,0.6116106167168436,0.6062609745390694
tabpfn,leave_matrix_out_support,0.4,4,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1508896319428459,2.4236890269676223,0.6053691275167785,0.5540540540540541,0.6671597633136095,0.5644444444444444,0.5007407407407407,0.6029629629629629,451,363,225,311,0.5811142943963296,0.5834964795533158
tabicl,leave_matrix_out_support,0.4,4,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.5064687550766394,1.5220796139910817,0.5300592718035563,0.6198019801980198,0.4630177514792899,0.5888888888888889,0.5007407407407407,0.37407407407407406,313,192,363,482,0.598465494861391,0.6017681245939634
tabpfn,leave_matrix_out_support,0.4,5,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1533190939808264,2.3862580420682207,0.603641456582633,0.5723771580345286,0.6385185185185185,0.5807407407407408,0.5,0.5577777777777778,431,322,244,353,0.6194803960882354,0.6171851851851852
tabicl,leave_matrix_out_support,0.4,5,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,0.5141091790283099,1.2975924239726737,0.4963898916967509,0.6351039260969977,0.4074074074074074,0.5866666666666667,0.5,0.3207407407407407,275,158,400,517,0.6147128099431789,0.6178436213991769
tabpfn,leave_matrix_out_support,0.4,6,transitive,A03,A03_m008,1,none,none,1,50,50,0,9,22500,1000,2500,1500,23500,150,1350,1.1516414569923654,2.399147268035449,0.5828729281767956,0.5452196382428941,0.6261127596439169,0.5525925925925926,0.49925925925925924,0.5733333333333334,422,352,252,324,0.5829223537787595,0.5774586062191632
